Date,Close,High,Low,Open,Volume,VIX_Close,Log_Return,Target_Next_Return,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Lower,BB_Middle,BB_Upper,SMA_20,SMA_50,SMA_Ratio
2023-03-16,153.4830322265625,154.08376844517147,149.33696504123728,149.84907174243986,76161100,22.99,0.018521615882532986,-0.005468932011246428,63.29088756617739,2.2352692501378044,-0.07024573180046634,2.3055149819382708,142.44741172073444,148.04832763671874,153.64924355270304,148.04832763671874,143.09097702026367,1.0346447464381563
2023-03-17,152.64593505859375,154.35951419092353,151.93686886777078,153.70953434482817,98944600,25.51,-0.005468932011246428,0.015365158985256653,61.23385253774482,2.3344263872897955,0.023129124281219493,2.311297263008576,142.33537217792266,148.11184844970703,153.8883247214914,148.11184844970703,143.65887176513672,1.0309968791335793
2023-03-20,155.0094757080078,155.42311016638172,151.80883520237765,152.71487589238697,73641400,24.15,0.015365158985256653,0.011873376872675902,64.72040335048771,2.574055006524077,0.21020619481240077,2.363848811711676,141.8888528303652,148.35066452026368,154.81247621016215,148.35066452026368,144.300390625,1.0280683501806263
2023-03-21,156.86093139648438,156.9791040860205,154.16253977805687,154.93070734117964,73938300,21.38,0.011873376872675902,-0.009145256238902586,67.20835261968686,2.8801587374092037,0.41304794055802185,2.467110796851182,141.5200657777235,148.88246536254883,156.24486494737417,148.88246536254883,144.8884735107422,1.02756597371088
2023-03-22,155.4329376220703,159.6774765177441,155.41323716716616,156.88061300312046,75701800,22.26,-0.009145256238902586,0.006945375580645806,63.489431047939995,2.973247242708851,0.40490915668613514,2.568338086022716,141.5103607148941,149.32168884277343,157.13301697065276,149.32168884277343,145.4375732421875,1.0267064109638158
2023-03-23,156.5162353515625,159.0964541870748,155.28521978995877,156.41776312286146,67622100,22.61,0.006945375580645806,0.008271176467955724,65.06855605042139,3.098713585764017,0.4243003997930406,2.6744131859709763,141.45257775624341,149.79095153808595,158.12932531992848,149.79095153808595,145.99693267822266,1.0259869765087826
2023-03-24,157.81617736816406,157.90480687220796,155.45263376473136,156.44728881765926,59196500,21.74,0.008271176467955724,-0.01236937130163558,66.91763433564056,3.2653995301000123,0.47278907530322867,2.7926104547967836,141.79776336651682,150.45766830444336,159.1175732423699,150.45766830444336,146.52801239013672,1.026818461877745
2023-03-27,155.87611389160156,158.32830230982592,155.47233717929535,157.5109061704178,52390300,20.6,-0.01236937130163558,-0.003988464327043343,61.67082636161179,3.2040185022602827,0.32912643797079877,2.874892064289484,142.29328931656,150.96780166625976,159.64231401595953,150.96780166625976,147.0218640136719,1.0268391213719132
2023-03-28,155.25564575195312,156.08289946543738,153.61101109186916,155.57079288605044,45992200,19.97,-0.003988464327043343,0.019597594502838458,60.04920272635532,3.0699188880861925,0.1560214590373663,2.913897429048826,143.03477510883172,151.4720245361328,159.9092739634339,151.4720245361328,147.47675689697266,1.0270908292481047
2023-03-29,158.3282928466797,158.60403911493316,156.92986104995282,156.94954647836764,51305700,19.12,0.019597594502838458,0.009841447653905669,64.96258183027153,3.1749817063258376,0.20886742182160933,2.9661142845042283,144.21686997623408,152.23328552246093,160.24970106868778,152.23328552246093,147.9698959350586,1.0288125470418217
2023-03-30,159.8941650390625,160.0024950198449,158.8207229739758,159.07676882534926,49501700,19.02,0.009841447653905669,0.015523014073333289,67.1779639887826,3.3460266338965425,0.3039298795138512,3.0420967543826913,145.3756779376388,153.04329452514648,160.71091111265414,153.04329452514648,148.50870941162108,1.0305341358866495
2023-03-31,162.39556884765625,162.49405610459849,159.45098920585787,159.97293860815142,68749800,18.7,0.015523014073333289,0.007672070802872854,70.39792685408179,3.6414470190446195,0.47948021172954247,3.161966807315077,145.31737904636674,153.72626342773438,162.13514780910202,153.72626342773438,149.09637084960937,1.0310530199477161
2023-04-03,163.64627075195312,163.76444342844442,161.725889623748,161.7751332479675,56976200,18.55,0.007672070802872854,-0.0032548861207348503,71.88319868746221,3.9311748571068676,0.6153664398334322,3.3158084172734354,144.95749282878944,154.3338935852051,163.71029434162074,154.3338935852051,149.6579150390625,1.0312444453400418
2023-04-04,163.11448669433594,164.30610131295074,162.60238002597387,164.06975594835677,46278300,19.0,-0.0032548861207348503,-0.011354533404474988,70.2687936599867,4.070948368290374,0.6041119608135501,3.4668364074768236,145.20869928378144,155.02473983764648,164.84078039151152,155.02473983764648,150.14510467529297,1.0324994622562376
